game_id,game_date,season,home_team,away_team,home_score,away_score,venue
778242,2025-04-20,2025,Pittsburgh Pirates,Cleveland Guardians,4,5,PNC Park
778249,2025-04-20,2025,Atlanta Braves,Minnesota Twins,6,2,Truist Park
778245,2025-04-20,2025,Boston Red Sox,Chicago White Sox,4,8,Fenway Park
778248,2025-04-20,2025,Philadelphia Phillies,Miami Marlins,5,7,Citizens Bank Park
778241,2025-04-20,2025,Toronto Blue Jays,Seattle Mariners,3,8,Rogers Centre
778246,2025-04-20,2025,Detroit Tigers,Kansas City Royals,3,4,Comerica Park
778244,2025-04-20,2025,New York Mets,St. Louis Cardinals,7,4,Citi Field
778240,2025-04-20,2025,Tampa Bay Rays,New York Yankees,0,4,George M. Steinbrenner Field
778239,2025-04-20,2025,Milwaukee Brewers,Athletics,14,1,American Family Field
778236,2025-04-20,2025,Chicago Cubs,Arizona Diamondbacks,2,3,Wrigley Field
778234,2025-04-20,2025,Texas Rangers,Los Angeles Dodgers,0,1,Globe Life Field
778235,2025-04-20,2025,Colorado Rockies,Washington Nationals,2,3,Coors Field
778266,2025-04-20,2025,Colorado Rockies,Washington Nationals,3,1,Coors Field
778232,2025-04-20,2025,Los Angeles Angels,San Francisco Giants,5,4,Angel Stadium
778237,2025-04-20,2025,Houston Astros,San Diego Padres,2,3,Daikin Park
778238,2025-04-21,2025,Boston Red Sox,Chicago White Sox,4,2,Fenway Park
778227,2025-04-21,2025,Cleveland Guardians,New York Yankees,6,4,Progressive Field
778228,2025-04-21,2025,Detroit Tigers,San Diego Padres,6,4,Comerica Park
778230,2025-04-21,2025,Miami Marlins,Cincinnati Reds,6,3,loanDepot park
778225,2025-04-21,2025,New York Mets,Philadelphia Phillies,5,4,Citi Field
778233,2025-04-21,2025,Atlanta Braves,St. Louis Cardinals,7,6,Truist Park
778231,2025-04-21,2025,Houston Astros,Toronto Blue Jays,7,0,Daikin Park
778226,2025-04-21,2025,San Francisco Giants,Milwaukee Brewers,5,2,Oracle Park
778218,2025-04-22,2025,Cleveland Guardians,New York Yankees,3,2,Progressive Field
778221,2025-04-22,2025,Detroit Tigers,San Diego Padres,0,2,Comerica Park
778219,2025-04-22,2025,Miami Marlins,Cincinnati Reds,4,3,loanDepot park
778222,2025-04-22,2025,Washington Nationals,Baltimore Orioles,7,0,Nationals Park
778224,2025-04-22,2025,Boston Red Sox,Seattle Mariners,8,3,Fenway Park
778223,2025-04-22,2025,New York Mets,Philadelphia Phillies,5,1,Citi Field
778229,2025-04-22,2025,Atlanta Braves,St. Louis Cardinals,4,10,Truist Park
778215,2025-04-22,2025,Kansas City Royals,Colorado Rockies,4,3,Kauffman Stadium
778220,2025-04-22,2025,Chicago Cubs,Los Angeles Dodgers,11,10,Wrigley Field
778216,2025-04-22,2025,Minnesota Twins,Chicago White Sox,4,2,Target Field
778217,2025-04-22,2025,Houston Astros,Toronto Blue Jays,5,1,Daikin Park
778211,2025-04-22,2025,Los Angeles Angels,Pittsburgh Pirates,3,9,Angel Stadium
778212,2025-04-22,2025,Arizona Diamondbacks,Tampa Bay Rays,5,1,Chase Field
778210,2025-04-22,2025,San Francisco Giants,Milwaukee Brewers,3,11,Oracle Park
778213,2025-04-22,2025,Athletics,Texas Rangers,5,8,Sutter Health Park
778214,2025-04-23,2025,Atlanta Braves,St. Louis Cardinals,4,1,Truist Park
778209,2025-04-23,2025,Detroit Tigers,San Diego Padres,6,0,Comerica Park
778203,2025-04-23,2025,New York Mets,Philadelphia Phillies,4,3,Citi Field
778208,2025-04-23,2025,Miami Marlins,Cincinnati Reds,2,5,loanDepot park
778206,2025-04-23,2025,Cleveland Guardians,New York Yankees,1,5,Progressive Field
778204,2025-04-23,2025,Washington Nationals,Baltimore Orioles,4,3,Nationals Park
778207,2025-04-23,2025,Boston Red Sox,Seattle Mariners,5,8,Fenway Park
778205,2025-04-23,2025,Chicago Cubs,Los Angeles Dodgers,7,6,Wrigley Field
778200,2025-04-23,2025,Houston Astros,Toronto Blue Jays,3,1,Daikin Park
778201,2025-04-23,2025,Minnesota Twins,Chicago White Sox,6,3,Target Field
778202,2025-04-23,2025,Los Angeles Angels,Pittsburgh Pirates,0,3,Angel Stadium
778199,2025-04-23,2025,Arizona Diamondbacks,Tampa Bay Rays,6,7,Chase Field
778198,2025-04-23,2025,San Francisco Giants,Milwaukee Brewers,4,2,Oracle Park
778197,2025-04-23,2025,Athletics,Texas Rangers,5,2,Sutter Health Park
778189,2025-04-24,2025,Minnesota Twins,Chicago White Sox,0,3,Target Field
778196,2025-04-24,2025,Boston Red Sox,Seattle Mariners,3,4,Fenway Park
778190,2025-04-24,2025,Kansas City Royals,Colorado Rockies,7,4,Kauffman Stadium
778195,2025-04-24,2025,Kansas City Royals,Colorado Rockies,6,2,Kauffman Stadium
778194,2025-04-24,2025,San Francisco Giants,Milwaukee Brewers,6,5,Oracle Park
778193,2025-04-24,2025,Washington Nationals,Baltimore Orioles,1,2,Nationals Park
778191,2025-04-24,2025,Los Angeles Angels,Pittsburgh Pirates,4,3,Angel Stadium
778188,2025-04-24,2025,Arizona Diamondbacks,Tampa Bay Rays,4,7,Chase Field
778192,2025-04-24,2025,Athletics,Texas Rangers,4,3,Sutter Health Park
778182,2025-04-25,2025,Chicago Cubs,Philadelphia Phillies,4,0,Wrigley Field
778183,2025-04-25,2025,Washington Nationals,New York Mets,5,4,Nationals Park
778185,2025-04-25,2025,New York Yankees,Toronto Blue Jays,2,4,Yankee Stadium
778187,2025-04-25,2025,Kansas City Royals,Houston Astros,2,0,Kauffman Stadium
778186,2025-04-25,2025,Minnesota Twins,Los Angeles Angels,11,4,Target Field
778184,2025-04-25,2025,St. Louis Cardinals,Milwaukee Brewers,3,2,Busch Stadium
778181,2025-04-25,2025,Colorado Rockies,Cincinnati Reds,7,8,Coors Field
778172,2025-04-25,2025,San Diego Padres,Tampa Bay Rays,0,1,Petco Park
778177,2025-04-25,2025,Arizona Diamondbacks,Atlanta Braves,2,8,Chase Field
778175,2025-04-25,2025,Seattle Mariners,Miami Marlins,4,8,T-Mobile Park
778178,2025-04-25,2025,Athletics,Chicago White Sox,6,5,Sutter Health Park
778176,2025-04-25,2025,Los Angeles Dodgers,Pittsburgh Pirates,0,3,Dodger Stadium
778171,2025-04-25,2025,San Francisco Giants,Texas Rangers,0,2,Oracle Park
778179,2025-04-26,2025,Cleveland Guardians,Boston Red Sox,5,4,Progressive Field
778169,2025-04-26,2025,Cleveland Guardians,Boston Red Sox,3,7,Progressive Field
778168,2025-04-26,2025,Detroit Tigers,Baltimore Orioles,4,3,Comerica Park
778180,2025-04-26,2025,Detroit Tigers,Baltimore Orioles,6,2,Comerica Park
778166,2025-04-26,2025,Minnesota Twins,Los Angeles Angels,5,1,Target Field
778164,2025-04-26,2025,St. Louis Cardinals,Milwaukee Brewers,6,5,Busch Stadium
778161,2025-04-26,2025,Colorado Rockies,Cincinnati Reds,4,6,Coors Field
778173,2025-04-26,2025,Washington Nationals,New York Mets,0,2,Nationals Park
778159,2025-04-26,2025,San Francisco Giants,Texas Rangers,3,2,Oracle Park
778174,2025-04-26,2025,Chicago Cubs,Philadelphia Phillies,4,10,Wrigley Field
778165,2025-04-26,2025,Athletics,Chicago White Sox,3,10,Sutter Health Park
778167,2025-04-26,2025,Kansas City Royals,Houston Astros,2,0,Kauffman Stadium
778162,2025-04-26,2025,Arizona Diamondbacks,Atlanta Braves,7,8,Chase Field
778160,2025-04-26,2025,San Diego Padres,Tampa Bay Rays,1,4,Petco Park
778163,2025-04-26,2025,Los Angeles Dodgers,Pittsburgh Pirates,8,4,Dodger Stadium
778154,2025-04-26,2025,Seattle Mariners,Miami Marlins,14,0,T-Mobile Park
778153,2025-04-27,2025,Washington Nationals,New York Mets,8,7,Nationals Park
778156,2025-04-27,2025,New York Yankees,Toronto Blue Jays,11,2,Yankee Stadium
778170,2025-04-27,2025,New York Yankees,Toronto Blue Jays,5,1,Yankee Stadium
778157,2025-04-27,2025,Cleveland Guardians,Boston Red Sox,3,13,Progressive Field
778155,2025-04-27,2025,Detroit Tigers,Baltimore Orioles,7,0,Comerica Park
778144,2025-04-27,2025,Minnesota Twins,Los Angeles Angels,5,0,Target Field
778152,2025-04-27,2025,Kansas City Royals,Houston Astros,3,7,Kauffman Stadium
778150,2025-04-27,2025,St. Louis Cardinals,Milwaukee Brewers,1,7,Busch Stadium
778148,2025-04-27,2025,Colorado Rockies,Cincinnati Reds,1,8,Coors Field
778151,2025-04-27,2025,San Francisco Giants,Texas Rangers,3,2,Oracle Park
778149,2025-04-27,2025,Athletics,Chicago White Sox,3,2,Sutter Health Park
778145,2025-04-27,2025,Los Angeles Dodgers,Pittsburgh Pirates,9,2,Dodger Stadium
778146,2025-04-27,2025,San Diego Padres,Tampa Bay Rays,2,4,Petco Park
778147,2025-04-27,2025,Arizona Diamondbacks,Atlanta Braves,6,4,Chase Field
778136,2025-04-27,2025,Seattle Mariners,Miami Marlins,7,6,T-Mobile Park
778158,2025-04-27,2025,Chicago Cubs,Philadelphia Phillies,1,3,Wrigley Field
778138,2025-04-28,2025,Washington Nationals,New York Mets,5,19,Nationals Park
778139,2025-04-28,2025,Cleveland Guardians,Minnesota Twins,1,11,Progressive Field
778140,2025-04-28,2025,Baltimore Orioles,New York Yankees,4,3,Oriole Park at Camden Yards
778141,2025-04-28,2025,Cincinnati Reds,St. Louis Cardinals,3,1,Great American Ball Park
778143,2025-04-28,2025,Texas Rangers,Athletics,1,2,Globe Life Field
778142,2025-04-28,2025,Houston Astros,Detroit Tigers,8,5,Daikin Park
778137,2025-04-28,2025,Colorado Rockies,Atlanta Braves,3,6,Coors Field
778132,2025-04-28,2025,Los Angeles Dodgers,Miami Marlins,7,6,Dodger Stadium
778129,2025-04-29,2025,Cleveland Guardians,Minnesota Twins,2,1,Progressive Field
778133,2025-04-29,2025,Baltimore Orioles,New York Yankees,3,15,Oriole Park at Camden Yards
778135,2025-04-29,2025,Pittsburgh Pirates,Chicago Cubs,0,9,PNC Park
778131,2025-04-29,2025,Philadelphia Phillies,Washington Nationals,7,6,Citizens Bank Park
778128,2025-04-29,2025,Tampa Bay Rays,Kansas City Royals,1,3,George M. Steinbrenner Field
778127,2025-04-29,2025,Toronto Blue Jays,Boston Red Sox,2,10,Rogers Centre
778130,2025-04-29,2025,New York Mets,Arizona Diamondbacks,8,3,Citi Field
778125,2025-04-29,2025,Chicago White Sox,Milwaukee Brewers,2,7,Rate Field
778122,2025-04-29,2025,Texas Rangers,Athletics,15,2,Globe Life Field
778124,2025-04-29,2025,Houston Astros,Detroit Tigers,6,4,Daikin Park
778120,2025-04-29,2025,Colorado Rockies,Atlanta Braves,2,8,Coors Field
778121,2025-04-29,2025,Seattle Mariners,Los Angeles Angels,5,3,T-Mobile Park
778126,2025-04-29,2025,San Diego Padres,San Francisco Giants,7,4,Petco Park
778123,2025-04-29,2025,Los Angeles Dodgers,Miami Marlins,15,2,Dodger Stadium
778134,2025-04-30,2025,Cincinnati Reds,St. Louis Cardinals,0,6,Great American Ball Park
778119,2025-04-30,2025,Cincinnati Reds,St. Louis Cardinals,1,9,Great American Ball Park
778110,2025-04-30,2025,Houston Astros,Detroit Tigers,4,7,Daikin Park
778102,2025-04-30,2025,Colorado Rockies,Atlanta Braves,2,1,Coors Field
778109,2025-04-30,2025,Los Angeles Dodgers,Miami Marlins,12,7,Dodger Stadium
778104,2025-04-30,2025,Seattle Mariners,Los Angeles Angels,9,3,T-Mobile Park
778105,2025-04-30,2025,San Diego Padres,San Francisco Giants,5,3,Petco Park
778116,2025-04-30,2025,Cleveland Guardians,Minnesota Twins,4,2,Progressive Field
778115,2025-04-30,2025,Baltimore Orioles,New York Yankees,5,4,Oriole Park at Camden Yards
778112,2025-04-30,2025,Pittsburgh Pirates,Chicago Cubs,4,3,PNC Park
778118,2025-04-30,2025,Philadelphia Phillies,Washington Nationals,7,2,Citizens Bank Park
778113,2025-04-30,2025,Tampa Bay Rays,Kansas City Royals,0,3,George M. Steinbrenner Field
778114,2025-04-30,2025,Toronto Blue Jays,Boston Red Sox,7,6,Rogers Centre
778117,2025-04-30,2025,New York Mets,Arizona Diamondbacks,3,4,Citi Field
778111,2025-04-30,2025,Chicago White Sox,Milwaukee Brewers,4,6,Rate Field
778106,2025-04-30,2025,Texas Rangers,Athletics,1,7,Globe Life Field
778100,2025-05-01,2025,Pittsburgh Pirates,Chicago Cubs,3,8,PNC Park
778107,2025-05-01,2025,Cincinnati Reds,St. Louis Cardinals,9,1,Great American Ball Park
778103,2025-05-01,2025,New York Mets,Arizona Diamondbacks,2,4,Citi Field
778097,2025-05-01,2025,Tampa Bay Rays,Kansas City Royals,2,8,George M. Steinbrenner Field
778108,2025-05-01,2025,Cleveland Guardians,Minnesota Twins,4,3,Progressive Field
778094,2025-05-01,2025,Chicago White Sox,Milwaukee Brewers,8,0,Rate Field
778096,2025-05-01,2025,Texas Rangers,Athletics,0,3,Globe Life Field
778099,2025-05-01,2025,Philadelphia Phillies,Washington Nationals,2,4,Citizens Bank Park
778095,2025-05-01,2025,Toronto Blue Jays,Boston Red Sox,4,2,Rogers Centre
778101,2025-05-01,2025,Los Angeles Angels,Detroit Tigers,4,10,Angel Stadium
778098,2025-05-01,2025,San Francisco Giants,Colorado Rockies,3,4,Oracle Park
778087,2025-05-02,2025,Cincinnati Reds,Washington Nationals,6,1,Great American Ball Park
778090,2025-05-02,2025,Pittsburgh Pirates,San Diego Padres,4,9,PNC Park
778086,2025-05-02,2025,Philadelphia Phillies,Arizona Diamondbacks,3,2,Citizens Bank Park
778093,2025-05-02,2025,Baltimore Orioles,Kansas City Royals,3,0,Oriole Park at Camden Yards
778088,2025-05-02,2025,New York Yankees,Tampa Bay Rays,3,0,Yankee Stadium
778081,2025-05-02,2025,Toronto Blue Jays,Cleveland Guardians,5,3,Rogers Centre
778089,2025-05-02,2025,Boston Red Sox,Minnesota Twins,6,1,Fenway Park
778091,2025-05-02,2025,Miami Marlins,Athletics,1,6,loanDepot park
778092,2025-05-02,2025,Atlanta Braves,Los Angeles Dodgers,1,2,Truist Park
778079,2025-05-02,2025,Chicago White Sox,Houston Astros,7,3,Rate Field
778083,2025-05-02,2025,Texas Rangers,Seattle Mariners,1,13,Globe Life Field
778080,2025-05-02,2025,Milwaukee Brewers,Chicago Cubs,0,10,American Family Field
778084,2025-05-02,2025,St. Louis Cardinals,New York Mets,3,9,Busch Stadium
778085,2025-05-02,2025,Los Angeles Angels,Detroit Tigers,1,9,Angel Stadium
778082,2025-05-02,2025,San Francisco Giants,Colorado Rockies,4,0,Oracle Park
778074,2025-05-03,2025,New York Yankees,Tampa Bay Rays,2,3,Yankee Stadium
778066,2025-05-03,2025,Chicago White Sox,Houston Astros,3,8,Rate Field
778064,2025-05-03,2025,Toronto Blue Jays,Cleveland Guardians,3,5,Rogers Centre
778065,2025-05-03,2025,Pittsburgh Pirates,San Diego Padres,1,2,PNC Park
778069,2025-05-03,2025,San Francisco Giants,Colorado Rockies,6,3,Oracle Park
778073,2025-05-03,2025,Boston Red Sox,Minnesota Twins,3,4,Fenway Park
778075,2025-05-03,2025,Miami Marlins,Athletics,9,6,loanDepot park
778078,2025-05-03,2025,Philadelphia Phillies,Arizona Diamondbacks,7,2,Citizens Bank Park
778077,2025-05-03,2025,Cincinnati Reds,Washington Nationals,6,11,Great American Ball Park
778070,2025-05-03,2025,Texas Rangers,Seattle Mariners,1,2,Globe Life Field
778071,2025-05-03,2025,Milwaukee Brewers,Chicago Cubs,2,6,American Family Field
778072,2025-05-03,2025,Baltimore Orioles,Kansas City Royals,0,4,Oriole Park at Camden Yards
778076,2025-05-03,2025,Atlanta Braves,Los Angeles Dodgers,3,10,Truist Park
778067,2025-05-03,2025,Los Angeles Angels,Detroit Tigers,5,2,Angel Stadium
778053,2025-05-04,2025,St. Louis Cardinals,New York Mets,6,5,Busch Stadium
778068,2025-05-04,2025,St. Louis Cardinals,New York Mets,5,4,Busch Stadium
778062,2025-05-04,2025,Baltimore Orioles,Kansas City Royals,6,11,Oriole Park at Camden Yards
778051,2025-05-04,2025,Pittsburgh Pirates,San Diego Padres,0,4,PNC Park
778063,2025-05-04,2025,Boston Red Sox,Minnesota Twins,4,5,Fenway Park
778057,2025-05-04,2025,New York Yankees,Tampa Bay Rays,5,7,Yankee Stadium
778056,2025-05-04,2025,Toronto Blue Jays,Cleveland Guardians,4,5,Rogers Centre
778061,2025-05-04,2025,Miami Marlins,Athletics,2,3,loanDepot park
778059,2025-05-04,2025,Philadelphia Phillies,Arizona Diamondbacks,9,11,Citizens Bank Park
778055,2025-05-04,2025,Chicago White Sox,Houston Astros,5,4,Rate Field
778054,2025-05-04,2025,Milwaukee Brewers,Chicago Cubs,4,0,American Family Field
778052,2025-05-04,2025,Texas Rangers,Seattle Mariners,8,1,Globe Life Field
778048,2025-05-04,2025,San Francisco Giants,Colorado Rockies,9,3,Oracle Park
778050,2025-05-04,2025,Los Angeles Angels,Detroit Tigers,1,13,Angel Stadium
778058,2025-05-04,2025,Cincinnati Reds,Washington Nationals,1,4,Great American Ball Park
778060,2025-05-04,2025,Atlanta Braves,Los Angeles Dodgers,4,3,Truist Park
778047,2025-05-05,2025,Miami Marlins,Los Angeles Dodgers,4,7,loanDepot park
778045,2025-05-05,2025,New York Yankees,San Diego Padres,3,4,Yankee Stadium
778049,2025-05-05,2025,Atlanta Braves,Cincinnati Reds,4,0,Truist Park
778044,2025-05-05,2025,Chicago Cubs,San Francisco Giants,9,2,Wrigley Field
778043,2025-05-05,2025,Kansas City Royals,Chicago White Sox,3,0,Kauffman Stadium
778042,2025-05-05,2025,Milwaukee Brewers,Houston Astros,5,1,American Family Field
778036,2025-05-05,2025,St. Louis Cardinals,Pittsburgh Pirates,6,3,Busch Stadium
778039,2025-05-05,2025,Arizona Diamondbacks,New York Mets,4,5,Chase Field
778038,2025-05-05,2025,Athletics,Seattle Mariners,7,6,Sutter Health Park
778026,2025-05-06,2025,Washington Nationals,Cleveland Guardians,10,9,Nationals Park
778046,2025-05-06,2025,Washington Nationals,Cleveland Guardians,1,9,Nationals Park
778035,2025-05-06,2025,Miami Marlins,Los Angeles Dodgers,5,4,loanDepot park
778037,2025-05-06,2025,Boston Red Sox,Texas Rangers,1,6,Fenway Park
778040,2025-05-06,2025,Tampa Bay Rays,Philadelphia Phillies,4,8,George M. Steinbrenner Field
778041,2025-05-06,2025,New York Yankees,San Diego Padres,12,3,Yankee Stadium
778034,2025-05-06,2025,Atlanta Braves,Cincinnati Reds,2,1,Truist Park
778027,2025-05-06,2025,Chicago Cubs,San Francisco Giants,5,14,Wrigley Field
778028,2025-05-06,2025,Minnesota Twins,Baltimore Orioles,9,1,Target Field
778033,2025-05-06,2025,Kansas City Royals,Chicago White Sox,4,3,Kauffman Stadium
778031,2025-05-06,2025,Milwaukee Brewers,Houston Astros,4,3,American Family Field
778030,2025-05-06,2025,St. Louis Cardinals,Pittsburgh Pirates,2,1,Busch Stadium
778025,2025-05-06,2025,Los Angeles Angels,Toronto Blue Jays,8,3,Angel Stadium
778032,2025-05-06,2025,Arizona Diamondbacks,New York Mets,5,1,Chase Field
778024,2025-05-06,2025,Athletics,Seattle Mariners,3,5,Sutter Health Park
778022,2025-05-07,2025,Washington Nationals,Cleveland Guardians,6,8,Nationals Park
778015,2025-05-07,2025,Milwaukee Brewers,Houston Astros,1,9,American Family Field
778016,2025-05-07,2025,St. Louis Cardinals,Pittsburgh Pirates,5,0,Busch Stadium
778020,2025-05-07,2025,Chicago Cubs,San Francisco Giants,1,3,Wrigley Field
778010,2025-05-07,2025,Athletics,Seattle Mariners,5,6,Sutter Health Park
778014,2025-05-07,2025,Arizona Diamondbacks,New York Mets,1,7,Chase Field
778017,2025-05-07,2025,Miami Marlins,Los Angeles Dodgers,1,10,loanDepot park
778018,2025-05-07,2025,Boston Red Sox,Texas Rangers,6,4,Fenway Park
778021,2025-05-07,2025,Tampa Bay Rays,Philadelphia Phillies,0,7,George M. Steinbrenner Field
778019,2025-05-07,2025,New York Yankees,San Diego Padres,4,3,Yankee Stadium
778023,2025-05-07,2025,Atlanta Braves,Cincinnati Reds,3,4,Truist Park
778011,2025-05-07,2025,Minnesota Twins,Baltimore Orioles,5,2,Target Field
778012,2025-05-07,2025,Kansas City Royals,Chicago White Sox,2,1,Kauffman Stadium
778013,2025-05-07,2025,Colorado Rockies,Detroit Tigers,6,8,Coors Field
778009,2025-05-07,2025,Los Angeles Angels,Toronto Blue Jays,5,4,Angel Stadium
778007,2025-05-08,2025,Minnesota Twins,Baltimore Orioles,5,2,Target Field
778006,2025-05-08,2025,Boston Red Sox,Texas Rangers,5,0,Fenway Park
778008,2025-05-08,2025,Kansas City Royals,Chicago White Sox,10,0,Kauffman Stadium
778004,2025-05-08,2025,Colorado Rockies,Detroit Tigers,2,10,Coors Field
778029,2025-05-08,2025,Colorado Rockies,Detroit Tigers,1,11,Coors Field
778005,2025-05-08,2025,Tampa Bay Rays,Philadelphia Phillies,6,7,George M. Steinbrenner Field
778003,2025-05-08,2025,Atlanta Braves,Cincinnati Reds,5,4,Truist Park
778000,2025-05-08,2025,Los Angeles Angels,Toronto Blue Jays,5,8,Angel Stadium
777999,2025-05-08,2025,Arizona Diamondbacks,Los Angeles Dodgers,5,3,Chase Field
777996,2025-05-09,2025,Detroit Tigers,Texas Rangers,2,1,Comerica Park
777998,2025-05-09,2025,Pittsburgh Pirates,Atlanta Braves,3,2,PNC Park
777995,2025-05-09,2025,Washington Nationals,St. Louis Cardinals,0,10,Nationals Park
778002,2025-05-09,2025,Tampa Bay Rays,Milwaukee Brewers,4,3,George M. Steinbrenner Field
778001,2025-05-09,2025,New York Mets,Chicago Cubs,7,2,Citi Field
777997,2025-05-09,2025,Cleveland Guardians,Philadelphia Phillies,6,0,Progressive Field
777990,2025-05-09,2025,Kansas City Royals,Boston Red Sox,2,1,Kauffman Stadium
777991,2025-05-09,2025,Chicago White Sox,Miami Marlins,6,2,Rate Field
777989,2025-05-09,2025,Houston Astros,Cincinnati Reds,3,0,Daikin Park
777992,2025-05-09,2025,Minnesota Twins,San Francisco Giants,3,1,Target Field
777993,2025-05-09,2025,Colorado Rockies,San Diego Padres,9,13,Coors Field
777986,2025-05-09,2025,Los Angeles Angels,Baltimore Orioles,1,4,Angel Stadium
777988,2025-05-09,2025,Arizona Diamondbacks,Los Angeles Dodgers,11,14,Chase Field
777984,2025-05-09,2025,Seattle Mariners,Toronto Blue Jays,3,6,T-Mobile Park
777994,2025-05-09,2025,Athletics,New York Yankees,2,10,Sutter Health Park
777980,2025-05-10,2025,Washington Nationals,St. Louis Cardinals,2,4,Nationals Park
777985,2025-05-10,2025,Pittsburgh Pirates,Atlanta Braves,2,3,PNC Park
777972,2025-05-10,2025,Athletics,New York Yankees,11,7,Sutter Health Park
777981,2025-05-10,2025,Tampa Bay Rays,Milwaukee Brewers,3,2,George M. Steinbrenner Field
777987,2025-05-10,2025,Detroit Tigers,Texas Rangers,3,10,Comerica Park
777983,2025-05-10,2025,Cleveland Guardians,Philadelphia Phillies,1,7,Progressive Field
777979,2025-05-10,2025,Houston Astros,Cincinnati Reds,9,13,Daikin Park
777977,2025-05-10,2025,Kansas City Royals,Boston Red Sox,1,10,Kauffman Stadium
777978,2025-05-10,2025,Chicago White Sox,Miami Marlins,1,3,Rate Field
777982,2025-05-10,2025,New York Mets,Chicago Cubs,5,6,Citi Field
777974,2025-05-10,2025,Minnesota Twins,San Francisco Giants,2,1,Target Field
777975,2025-05-10,2025,Arizona Diamondbacks,Los Angeles Dodgers,3,0,Chase Field
777976,2025-05-10,2025,Colorado Rockies,San Diego Padres,0,21,Coors Field
777973,2025-05-10,2025,Los Angeles Angels,Baltimore Orioles,5,2,Angel Stadium
777970,2025-05-10,2025,Seattle Mariners,Toronto Blue Jays,3,6,T-Mobile Park
777968,2025-05-11,2025,New York Mets,Chicago Cubs,6,2,Citi Field
777962,2025-05-11,2025,Washington Nationals,St. Louis Cardinals,1,6,Nationals Park
777967,2025-05-11,2025,Pittsburgh Pirates,Atlanta Braves,4,3,PNC Park
777969,2025-05-11,2025,Detroit Tigers,Texas Rangers,1,6,Comerica Park
777964,2025-05-11,2025,Tampa Bay Rays,Milwaukee Brewers,2,4,George M. Steinbrenner Field
777963,2025-05-11,2025,Houston Astros,Cincinnati Reds,6,0,Daikin Park
777965,2025-05-11,2025,Kansas City Royals,Boston Red Sox,1,3,Kauffman Stadium
777956,2025-05-11,2025,Minnesota Twins,San Francisco Giants,7,6,Target Field
777966,2025-05-11,2025,Chicago White Sox,Miami Marlins,4,2,Rate Field
777955,2025-05-11,2025,Colorado Rockies,San Diego Padres,9,3,Coors Field
777957,2025-05-11,2025,Athletics,New York Yankees,2,12,Sutter Health Park
777961,2025-05-11,2025,Los Angeles Angels,Baltimore Orioles,3,7,Angel Stadium
777954,2025-05-11,2025,Arizona Diamondbacks,Los Angeles Dodgers,1,8,Chase Field
777958,2025-05-11,2025,Seattle Mariners,Toronto Blue Jays,1,9,T-Mobile Park
777971,2025-05-11,2025,Cleveland Guardians,Philadelphia Phillies,0,3,Progressive Field
777960,2025-05-12,2025,Cleveland Guardians,Milwaukee Brewers,5,0,Progressive Field
777951,2025-05-12,2025,Detroit Tigers,Boston Red Sox,14,2,Comerica Park
777953,2025-05-12,2025,Philadelphia Phillies,St. Louis Cardinals,2,3,Citizens Bank Park
777950,2025-05-12,2025,New York Mets,Pittsburgh Pirates,4,3,Citi Field
777959,2025-05-12,2025,Atlanta Braves,Washington Nationals,4,3,Truist Park
777952,2025-05-12,2025,Chicago Cubs,Miami Marlins,5,2,Wrigley Field
777949,2025-05-12,2025,Texas Rangers,Colorado Rockies,2,1,Globe Life Field
777948,2025-05-12,2025,Houston Astros,Kansas City Royals,5,7,Daikin Park
777947,2025-05-12,2025,San Diego Padres,Los Angeles Angels,5,9,Petco Park
777941,2025-05-12,2025,Seattle Mariners,New York Yankees,5,11,T-Mobile Park
777939,2025-05-12,2025,San Francisco Giants,Arizona Diamondbacks,1,2,Oracle Park
777944,2025-05-13,2025,Cleveland Guardians,Milwaukee Brewers,2,0,Progressive Field
777940,2025-05-13,2025,Detroit Tigers,Boston Red Sox,10,9,Comerica Park
777945,2025-05-13,2025,Cincinnati Reds,Chicago White Sox,1,5,Great American Ball Park
777935,2025-05-13,2025,Toronto Blue Jays,Tampa Bay Rays,9,11,Rogers Centre
777943,2025-05-13,2025,New York Mets,Pittsburgh Pirates,2,1,Citi Field
777942,2025-05-13,2025,Atlanta Braves,Washington Nationals,5,2,Truist Park
777936,2025-05-13,2025,Chicago Cubs,Miami Marlins,5,4,Wrigley Field
777934,2025-05-13,2025,Texas Rangers,Colorado Rockies,4,1,Globe Life Field
777931,2025-05-13,2025,Houston Astros,Kansas City Royals,2,1,Daikin Park
777932,2025-05-13,2025,San Diego Padres,Los Angeles Angels,6,4,Petco Park
777926,2025-05-13,2025,Seattle Mariners,New York Yankees,2,1,T-Mobile Park
777930,2025-05-13,2025,San Francisco Giants,Arizona Diamondbacks,10,6,Oracle Park
777937,2025-05-13,2025,Los Angeles Dodgers,Athletics,1,11,Dodger Stadium
777924,2025-05-14,2025,Baltimore Orioles,Minnesota Twins,3,6,Oriole Park at Camden Yards
777938,2025-05-14,2025,Baltimore Orioles,Minnesota Twins,6,8,Oriole Park at Camden Yards
777922,2025-05-14,2025,Philadelphia Phillies,St. Louis Cardinals,2,1,Citizens Bank Park
777933,2025-05-14,2025,Philadelphia Phillies,St. Louis Cardinals,7,14,Citizens Bank Park
777925,2025-05-14,2025,Cleveland Guardians,Milwaukee Brewers,5,9,Progressive Field
777916,2025-05-14,2025,San Francisco Giants,Arizona Diamondbacks,7,8,Oracle Park
